Title	Year	Genre	Director	Executive Producer	Main Actor	Main Actress	Rating	Country
Saskin Hafiye Kilink'e karsi (1967)	1967	Fantasy	Baytan, Natuk	Saner, Hulki	Alisik, Sadri (I)	San, Nurlan	6.6	Turkey
Saturno contro (2007)	2007	Romance	Ozpetek, Ferzan	Romoli, Gianni	Accorsi, Stefano	Buy, Margherita	6.7	Turkey
Savages (2012)	2012	Thriller	Stone, Oliver (I)	Arnow, Todd	Kitsch, Taylor	Lively, Blake	6.5	USA
Sawan Ko Aane Do (1979)	1979	Romance	Mishra, Kanak	Barjatya, Tarachand	Anand (I)	Bhaduri, Rita	7.2	India
Say It Isn't So (2001)	2001	Romance	Rogers, J.B.	Thomas, Bradley (I)	Klein, Chris (I)	Graham, Heather (I)	4.9	USA
Scarecrow Joe (2007)	2007	Short	Schut, Bragi F.	Markus, David (I)	Lawlor, Sean	Miller, Cymphonique	7.7	USA
Schaste - eto... (2015)	2015	Romance	Zalesskiy, Leonid	Grammatikov, Vladimir	Merzlikin, Andrey	Panina, Anastasiya	5.3	Russia
Schlo� K�nigswald (1988)	1988	Comedy	Schamoni, Peter	Pleimes, Lilo	Fierek, Wolfgang	Horn, Camilla	6.4	West Germany
Schn�bi (2006)	2006	Short	Wespe, Luzius	Gloor, Verena	Neuburger, Manuel	Medic, Katharina	7.4	Switzerland
Schwarze S�nde (1990)	1990	Short	Straub, Jean-Marie	Straub, Jean-Marie	von Rauch, Andreas	Huillet, Dani�le	5.1	West Germany
Sch�nen Tag, Marie (2008)	2008	Short	Welsch, Marcus (I)	Reich, Daniel	Danquart, Didi	Schmidt-Schaller, Petra	4.3	Germany
Sch�sse im 3/4 Takt (1965)	1965	Drama	Weidenmann, Alfred	Spiehs, Karl	Brice, Pierre	Lavi, Daliah	5.4	Italy
Scorned (2013/I)	2013	Thriller	Jones, Mark (I)	Beaumont, Robert (IV)	Drucker, Doug	Bianca, Viva	4.6	USA
Scumbabies (2010)	2010	Musical	Lewis, Joseph R.	Roden, Sam	Brindley, Paul (I)	Castillo, Rachel (I)	6.0	USA
Sc�nes de m�nage (1954)	1954	Comedy	Berthomieu, Andr�	Deutschmeister, Henry	Blier, Bernard	Bontemps, Lili	5.3	France
Se solicitan modelos (1954)	1954	Comedy	Urueta, Chano	Galindo, Jes�s (I)	Mart�nez, Ra�l (I)	Montiel, Sara	4.3	Mexico
Sea Me (2006)	2006	Horror	Crawford, M. Claxton	Crawford, Larry (II)	Cantello, Brandon	Largay, Danielle	4.8	USA
Sealed Lips (1942)	1942	Mystery	Waggner, George	Bernhard, Jack	Gargan, William	Clyde, June	6.0	USA
Seance (2001)	2001	Horror	Preston, John (V)	Roldan, Sean (I)	Feldman, Corey	Malone, Shannon (I)	4.2	USA
Season of the Witch (2009)	2009	Thriller	Goddard, Peter (VIII)	Coffey, Daniel (I)	McConnell, Tim	Kingston, Beth	6.8	UK
Second Childhood (1936)	1936	Short	Meins, Gus	Roach, Hal (I)	Lee, Eugene 'Porky'	Hood, Darla	7.5	USA
Secret Agent of Japan (1942)	1942	War	Pichel, Irving	Wurtzel, Sol M.	Foster, Preston (I)	Bari, Lynn	6.8	USA
Secret and Lies (2012)	2012	Short	Sigurdsson, Anton	Gudmundsson, Erlingur Jack	Gu�brandsson, R�nar	Gunnarsd�ttir, �sger�ur Elfa	9.0	Iceland
Secrets of the Code (2006)	2006	Documentary	Stack, Jonathan (I)	Blutt, Mitchell	Freke, Timothy	Pagels, Elaine	5.4	USA
Sejtanov ratnik (2006)	2006	Horror	Filipovic, Stevan	Jevic, Branislav	Vujovic, Radovan	Koprivica, Stasa	6.0	Serbia
Selvi boylum, al yazmalim (1978)	1978	Romance	Yilmaz, Atif	Keskiner, Arif	Inanir, Kadir	Soray, T�rkan	8.8	Turkey
Semana Santa (2002)	2002	Thriller	Danquart, Pepe	Anciano, Marcelo	Martinez, Olivier (I)	Sorvino, Mira	4.2	Denmark
Senin Hikayen (2013)	2013	Drama	�rnek, Tolga	Savci, Timur	Belirdi, Batur	Bozoglu, Yesim Ceren	5.7	Turkey
Sensation Hunters (1933)	1933	Drama	Vidor, Charles	Welsh, Robert E. (I)	Foster, Preston (I)	Judge, Arline	5.8	USA
Senza piet� (1948)	1948	Drama	Lattuada, Alberto	Fracassi, Clemente	Kitzmiller, John	Del Poggio, Carla	6.9	Italy
Separate Checks (2013)	2013	Short	Voelker, Timothy	Voelker, Timothy	Adkins, Willy	Ahmad, Annelyse	6.1	USA
Separated by Light (2004)	2004	Short	Selvarajan, Sai (I)	Simpson, Christopher (III)	Mosley, Frank	Wilcox, Erin Kennedy	6.0	USA
September (2003)	2003	Drama	F�rberb�ck, Max	Hoerner, Sigrid	von Dohn�nyi, Justus	Schuchmann, Catharina	5.7	Germany
Serseri asik (1965)	1965	Romance	Erakalin, �lk�	Haki, Sahan	Alisik, Sadri (I)	Ko�yigit, H�lya	6.9	Turkey
Service (2014)	2014	Thriller	Pyle, Jerry	Hyten, Tim	Babson, James (I)	Martinez, Rylie	7.2	USA
Seth (2006)	2006	Thriller	Timbrook, Corbin (I)	Timbrook, Corbin (I)	Machado, Nick	Bagdonoff, Sada	6.0	USA
Seventh Grade (2014)	2014	Short	Saintonge, Stefani	Saintonge, Stefani	Bassant, Eric (II)	Guzman, Mia (II)	6.7	USA
Sevgi �ikmazi (1986)	1986	Drama	Seriner, Yasar	Kafali, Zeki	Al�o, Nuri	Acar, Neslihan	3.5	Turkey
Sex.Violence.FamilyValues. (2013)	2013	Drama	Kwek, Ken	Woo, Tsung Chwen	Pang, Adrian (III)	Oei, Pamela	5.6	Singapore
Seytan tirnagi (1972)	1972	Western	Oguz, Taner	Toraman, Isik	Betil, Istemi	Erkanat, Deniz	6.1	Turkey
Sha shou hu die meng (1989)	1989	Thriller	Tam, Patrick (I)	Sham, John	Bee, Kenny	Wang, Joey (I)	7.1	Hong Kong
Shaadi Ka Laddoo (2004)	2004	Comedy	Kaushal, Raj	Tejwani, Vicky	Suri, Sanjay (I)	Bedi, Mandira	5.2	India
Shaashu Ghara Chaalijibi (2006)	2006	Family	Sahu, Basant (I)	Barjatya, Sooraj R.	Bal, Suresh	Bastia, Akshaya	5.8	India
Shadows in the Sun (2009)	2009	Drama	Rocksavage, David	Mactaggart, Ivan	Wilby, James (I)	Simmons, Jean (I)	6.2	UK
Shah Bob (2015)	2015	Romance	Shokrian, Babak	Shokrian, Babak	Bidasha-kaur, Venna	Balourdou, Mantha	7.2	USA
Shaker Run (1985)	1985	Drama	Morrison, Bruce (II)	Fownes, Henry	Robertson, Cliff (I)	Harrow, Lisa	5.4	USA
Shakespeare's Dilemma (2003)	2003	Short	Lyons, John C.	Lyons, John C.	Vitanyi Jr., William R.	Behr, Carla J.	7.8	USA
Shallow Ground (2004)	2004	Thriller	Wilson, Sheldon (I)	David, Pierre (I)	Murphy, Timothy V.	Stoddart, Lindsey	5.1	USA
Shalnaya baba (1991)	1991	Drama	Trofimov, Aleksandr (II)	Sendyk, Sergey	Sokolov, Andrey (I)	Yakovleva, Elena (II)	4.9	Russia
Shellshock (2011)	2011	War	Corcoran, John (IX)	Johnston, Gerry (I)	Gallery, Donal	McGrath, Jane (I)	6.6	Ireland
Shen long xiao hu chuang jiang hu (1974)	1974	Drama	Ng, See-Yuen	Ng, See-Yuen	Leung, Siu-Lung	Wong, Wan-Si	5.5	Hong Kong
Shen tou miao tan shou duo duo (1979)	1979	Drama	Leong, Po-Chih	Chow, Raymond	Chiao, Roy	Chien, Szu-Ying	6.7	Hong Kong
Shetskvetili simgera (1960)	1960	War	Sanishvili, Nikoloz	Masiar, Alojz	P�ntik, J�lius	Eliava, Lia	6.9	Czechoslovakia
Shiki-Jitsu (2000)	2000	Drama	Anno, Hideaki	Tokuma, Yasuyoshi	Iwai, Shunji	Fujitani, Ayako	7.7	Japan
Shima wa moratta (1968)	1968	Drama	Hasebe, Yasuharu	Nakagawa, Tetsuro	Kobayashi, Akira (I)	Kaji, Meiko	7.0	Japan
Shin kanashiki hittoman (1995)	1995	Thriller	Mochizuki, Rokuro	Y�ki, Tetsuya	Ishibashi, Ryo	Sawaki, Asami	6.8	Japan
Shiur Moledet: Avdei Hashem (2003)	2003	Drama	Friedlich, Hadar	Ratzkovsky, Eilon	Barnea, Itay	Eshet, Maya	6.6	Israel
Shocker (1989)	1989	Thriller	Craven, Wes	Craven, Wes	Pileggi, Mitch	Langenkamp, Heather	5.4	USA
Shooting Earth (2010)	2010	Short	Washington, Sam (III)	Rosenberg, Louis (II)	Hope, William	Liemann, Lucy	8.2	USA
Shooting for Something Else (2011)	2011	Short	Williams, Hunter G.	Williams, Hunter G.	Merriman, Ryan	Cleary, Katie (I)	8.6	USA
Short for Nothing (1998)	1998	Drama	Cameron, Siona Ankrah	Cormier, Dawn	Scarfe, Jonathan	LeBlanc, Karen (I)	2.6	Canada
Shottas (2002)	2002	Drama	Silvera, Cess	Gruber, Michael (III)	Marley, Ky-Mani	Pious, Claudette	6.1	Jamaica
Shrek (2001)	2001	Fantasy	Jenson, Vicky (I)	Finkelman Cox, Penney	Myers, Mike (I)	Diaz, Cameron	7.9	USA
Shukuji (1985)	1985	Drama	Kuriyama, Tomio	Najima, T�ru	Zaitsu, Ichir�	Hayashi, Michiko (I)	5.4	Japan
Shut Up & Sing (2006)	2006	Music	Peck, Cecilia	Voll, Daniel	Allen, Clayton (III)	Maines, Natalie	7.7	USA
Si totul era nimic (2006)	2006	Drama	Nichitus, Cristina	Mitran, Doru	Constantin, Mihai	Catone, Magda	3.7	Romania
Siavash (1998)	1998	Drama	Moghadam, Saman	Shayesteh, Mostafa	Ghorbanzadeh, Ali	Tehrani, Hediyeh	3.6	Iran
Side Effects (2005/II)	2005	Short	Sanchez, Leandro	Lucas, Csaba	Lucas, Csaba	O'Sullivan, Katie (I)	7.1	USA
Sieben N�chte am See (2010)	2010	Thriller	Taubert, Stephan	Taubert, Stephan	Gro�mann, Reinhardt	Genest, Katharina	6.5	Germany
Siempre tuya (1952)	1952	Drama	Fern�ndez, Emilio (I)	Negrete, David (I)	Negrete, Jorge (I)	Mar�n, Gloria	6.7	Mexico
Siglo ng pagluluwal (2011)	2011	Drama	Diaz, Lav	Gallardo, Ricky	Roeder	Uy-Regala, Betty	7.1	Philippines
Silo (2013/IV)	2013	Short	Soll, David	Moss, Jesse (I)	Green, Chris (XII)	McKenna, Aria	7.3	USA
Sinatra (1988)	1988	Drama	Betriu, Francesc	Viciano, Enrique	Landa, Alfredo	Obreg�n, Ana	6.8	Spain
Sinbad and the Eye of the Tiger (1977)	1977	Fantasy	Wanamaker, Sam	Schneer, Charles H.	Wayne, Patrick (I)	Power, Taryn	6.3	UK
Sing and Be Happy (1937)	1937	Comedy	Tinling, James	Feld, Milton	Martin, Tony (I)	Ray, Leah	7.2	USA
Sinister (2002)	2002	Thriller	Palumbo, Nick	Palumbo, Nick	Hansen, Gunnar (II)	Risser, Jade	2.9	USA
Sirens of the 23rd Century (2003)	2003	Sci-Fi	Kroot, Jennifer M.	Weissman, David O. (I)	Chaouqi, Rod	Faulkner, Felecia (I)	5.2	USA
Six Days Straight (2002)	2002	Short	Duignan, Michael (I)	Kisch, Jonathan	Forsythe, Drew	Kent, Jennifer (I)	8.0	Australia
Skolzhenie (2013)	2013	Drama	Rozenberg, Anton	Tatarintsev, Arnold	Abashin, Vladislav	Shvets, Natalya (I)	5.9	Russia
Skoro vesna (2009)	2009	Romance	Storozheva, Vera	Storozheva, Vera	Puskepalis, Sergey	Popova, Olga (III)	5.6	Russia
Slate, Wyn & Me (1987)	1987	Romance	McLennan, Don (I)	Fayman, William	Burke, Simon (I)	Thornton, Sigrid	4.3	Australia
Slew Hampshire (2013)	2013	Thriller	Reed, Flood	Chang, Alfonso	Okeniyi, Dayo	Dodin, Claire	5.0	USA
Slime City Massacre (2010)	2010	Sci-Fi	Lamberson, Greg	Maclay, John (I)	Burke, Kealan Patrick	Bihl, Jennifer	4.7	USA
Sludge (2007)	2007	Horror	Taylor, Steve (IV)	Taylor, Steve (IV)	Sullivan, Wade (I)	Calvert, Cynthia	6.0	USA
Small Things (2008)	2008	Short	Bloom, Matt (II)	Bloom, Matt (II)	Absolom, Joe	Gallacher, Stirling	6.5	UK
Small Time (1990)	1990	Drama	Loftis, Norman	Loftis, Norman	Barboza, Richard	Kinebrew, Carolyn	5.8	USA
Snake River Desperadoes (1951)	1951	Western	Sears, Fred F.	Clark, Colbert	Starrett, Charles	Archuletta, Beulah	6.9	USA
Sockbaby (2004)	2004	Short	Soares, John (I)	TenNapel, Douglas	Soares, John (I)	Freund, Kate	8.8	USA
Sofia (1948)	1948	Drama	Reinhardt, John (I)	Reinhardt, John (I)	Raymond, Gene	Gurie, Sigrid	5.2	USA
Sogwon (1980)	1980	Action	Lee, Hyeok-su (I)	Kim, Tae-su	Jang, Hyeok	Min, Bok-gi (I)	7.4	South Korea
Soho Incident (1956)	1956	Drama	Sewell, Vernon	Maynard, George	Patterson, Lee (I)	Domergue, Faith	5.6	UK
Sois jeune et tais-toi (2003)	2003	Short	Torres, Olivier	Duhault, Pauline	Richard, Sullivan (I)	Lanzi, Paola	8.4	France
Solimsa jucheongwidong (1982)	1982	Drama	Tseng, Jimmy (I)	Tang, Tomas	Lee, Jae-yeong (I)	Han, Hie	5.5	South Korea
Solitaire: Endgame (2011)	2011	Thriller	Morningstar, Robin	Morningstar, Robin	Morningstar, Robin	Williams, Anya	5.4	UK
Solomon Grundy (2013)	2013	Thriller	Tomlin, Mattson	Tomlin, Mattson	Birk, Christopher	Caine, Makenzie	7.7	USA
Soltero y padre en la vida (1972)	1972	Comedy	Aguirre, Javier (I)	Cascales, Jos� Antonio	Sacrist�n, Jos� (I)	Nadiuska	3.4	Spain
Som folk �r mest (1944)	1944	Romance	Ekman, Hasse	Marmstedt, Lorens	Botvid, John	Vetterlund, Inga-Bodil	5.1	Sweden
Sombras en una batalla (1993)	1993	Drama	Camus, Mario	Ram�n, Carlos (II)	de Almeida, Joaquim	Maura, Carmen	7.0	Spain
Someday We Will Get Married (2009)	2009	Short	Lind, Monika (II)	Sterne, Erica	Smith, Douglas (VI)	Hagan, Sarah (I)	8.3	USA
Someone to Carry Me (2015)	2015	Thriller	Allen, Terry (XIII)	Thomas, Samuel (III)	Thomas, Samuel (III)	Taylor, Gwendoline	7.9	New Zealand
Something in Between (2002)	2002	Short	Adler, Zackary	Bartol, Adrian	Malicki-S�nchez, Keram	Grace, April	7.2	USA
Sommer '04 (2006)	2006	Drama	Krohmer, Stefan	Martens, Eva-Marie	Seeliger, Robert	Gedeck, Martina	6.4	Germany
Son of a Don (2010)	2010	Short	Winterstern, Herbert James (I)	Markel, Heidi Jo	Rota, Carlo (I)	Eriksson, Aleksandra	8.1	USA
Son of Robin Hood (1958)	1958	Adventure	Sherman, George (I)	Sherman, George (I)	Hedison, David	Laverick, June	4.6	UK
Son of the Guardsman (1946)	1946	Adventure	Abrahams, Derwin	Katzman, Sam	Shaw, Robert (X)	Kennedy, Daun	5.7	USA
Sonatine (1993)	1993	Thriller	Kitano, Takeshi	Okuyama, Kazuyoshi	Kitano, Takeshi	Kokumai, Aya	7.6	Japan
Sone Pe Suhaaga (1988)	1988	Family	Bapaiah, K.	Nadiadwala, Firoz	Jeetendra (I)	Nutan (II)	5.2	India
Sonr�e (2012)	2012	Horror	Leguiza, Marcelo	Pata, Oscar	Bello, Martin	Ant�nez, Noelia	4.6	Argentina
Sorekara (1985)	1985	Drama	Morita, Yoshimitsu	Kurosawa, Mitsuru	Matsuda, Y�saku	Fujitani, Miwako	7.2	Japan
Soukrom� vesm�r (2012)	2012	History	Trest�kov�, Helena	Strnad, Pavel	Lertxundi, Martin	Kettnerov�, Jana	7.4	Czech Republic
Sounds (2006)	2006	Thriller	Palmer, Nick (VIII)	Menaker, Mandy	Hawkes, Will (I)	Stangl, Susan	7.5	USA
Sous mon lit (2005)	2005	Short	Chouaib, Jihane	Trafford, Nathalie	van den Bergh, Cl�ment	Becuwe, Emeline	7.8	France
Sous X (2015)	2015	Drama	Correia, Jean-Michel	Godeau, Philippe	Correia, Jean-Michel	Livane, Lisa	5.0	France
South to Karanga (1940)	1940	Drama	Schuster, Harold D.	Grant, Marshall (I)	Bickford, Charles	Deste, Luli	3.2	USA
Southern Hospitality (2002)	2002	Thriller	Slate, Bill	Miller, Madison (I)	Vachon, Nick	Quick, Dustin	5.2	USA
Space Rage (1985)	1985	Western	Palmisano, Conrad E.	McCarthy, Peter (I)	Farnsworth, Richard	Purcell, Lee (I)	3.4	USA
Space Warriors (2013)	2013	Family	McNamara, Sean (I)	Bechtold, Jim	Horn, Thomas (V)	Sorvino, Mira	4.4	USA
Spaceship (2002)	2002	Short	Stone, Mike (VII)	Chamberlain, Ada C.	Glickfeld, Ken	Castracane, Teresa	4.9	USA
Special Thanks to Roy London (2005)	2005	Documentary	Monger, Christopher	Montgomery, Karen (I)	Anderson, Louie (I)	Aldrich, Rhonda (I)	7.5	USA
Species II (1998)	1998	Sci-Fi	Medak, Peter (I)	Feldman, Dennis	Madsen, Michael (I)	Henstridge, Natasha	4.3	USA
Speed Week (1957)	1957	Sport	Winner, Howard	Luby, Earle	Baruch, Andr�	McCluggage, Denise	5.7	USA
Spin Cycle (2000)	2000	Comedy	Marshall, Scott (I)	Gleckman, Jeff	Munro, Lochlyn	Bahns, Maxine	6.7	USA
Spirit (2010)	2010	Thriller	Wagner, Mark (XI)	Gwin, David	Cole, Jasper	Bryant, Ashley (III)	4.5	USA
Split (2009/I)	2009	Short	Devenish, Desmond	Devenish, Desmond	Araujo, Danny	Hume, Betsy	6.6	USA
Splitz (1982)	1982	Music	Paris, Domonic (I)	Van Horn, Kelly	Serra, Raymond	Johnson, Robin (I)	4.4	USA
Spooked in Bridgewater (2015)	2015	Comedy	Rasmussen, Matt (II)	Rasmussen, Matt (II)	Zarn, Sean	Weidner, Rochelle	8.6	USA
Spud (2009)	2009	Short	Norman, Tyler (I)	Travolta, Joey (I)	O'Dell, Dalton	Gabrielle, Christina	6.8	USA
Stage to Mesa City (1947)	1947	Western	Taylor, Ray (I)	Thomas, Jerry (I)	La Rue, Lash	Holt, Jennifer (I)	6.1	USA
Standing on Fishes (1999)	1999	Romance	Tatum, Bradford	Goldman, Sheilah	Tatum, Bradford	Lynn, Meredith Scott	6.5	USA
Standing Still (2005/II)	2005	Romance	Weiss, Matthew Cole	Breitling, Tom (I)	Abrahams, Jon (I)	Adams, Amy (III)	5.9	USA
Starblack (1968)	1968	Western	Grimaldi, Giovanni (I)	Moffa, Paolo	Woods, Robert (I)	Andersen, Elga	6.9	West Germany
Stargazer (2011)	2011	Drama	Eilers, Paul	de Jager, Piet	Loots, Paul	Sennett, Rika	7.4	South Africa
Stark Raving Mad (1981)	1981	Drama	Hood, George (I)	Warren, Tiger	Fast, Russ	Severson, Marcie	5.9	USA
Starye klyachi (2000)	2000	Comedy	Ryazanov, Eldar	Bits, Leonid	Fomenko, Nikolay	Gurchenko, Lyudmila	4.7	Russia
Steel (1979)	1979	Drama	Carver, Steve (I)	Majors, Lee (I)	Majors, Lee (I)	O'Neill, Jennifer (I)	6.0	USA
Steffi gef�llt das (2012)	2012	Short	Scholz, Philipp (I)	Gregor, Florian	Borowski, Rasmus	Karnbach, Stefanie	6.1	Germany
Stigma (2012/II)	2012	Short	Schwartz, Phillip	Burkhart, Jon Paul	Armstrong, Wes	Brown, Glenda Morgan	8.5	USA
Still Life (2012/III)	2012	Short	Esper, Chris	Esper, Chris	Bonavita, Timothy	Fournier, Carlyne	5.4	USA
Still Life (2013/I)	2013	Drama	Pasolini, Uberto	Southcombe, Barnaby	Marsan, Eddie	Froggatt, Joanne	7.4	Italy
Straight Shooter (1999)	1999	Thriller	Bohn, Thomas	Rothkopf, Henning	Hopper, Dennis	Flint, Katja	5.2	Germany
Strange Frame: Love & Sax (2012)	2012	Sci-Fi	Hajim, G.B.	Hajim, G.B.	Glass, Ron (I)	Black, Claudia (I)	7.3	USA
Strange Wilderness (2008)	2008	Comedy	Wolf, Fred (II)	Gainor, Glenn S.	Zahn, Steve	Scott, Ashley (II)	5.3	USA
Stranger Than Fiction (2006)	2006	Romance	Forster, Marc (I)	Kahane, Nathan	Ferrell, Will (I)	Espinoza, Martha (I)	7.6	USA
Strawberry Spring (2001)	2001	Thriller	Linder, Doveed	Linder, Doveed	Stanze, Eric	Garris, Rosemary	5.6	USA
Street Musicians of Bombay (1994)	1994	Music	Robbins, Richard (I)	Merchant, Ismail	Nichols, Trevor (I)	Martin, Rosemary (I)	7.4	UK
Street of Women (1932)	1932	Romance	Mayo, Archie	Wallis, Hal B.	Young, Roland (I)	Francis, Kay (I)	6.1	USA
Strictly Dishonorable (1951)	1951	Romance	Panama, Norman	Panama, Norman	Pinza, Ezio	Leigh, Janet	5.9	USA
Strictly Sinatra (2001)	2001	Romance	Capaldi, Peter	Macdonald, Andrew (I)	Hart, Ian (I)	Macdonald, Kelly	5.9	UK
Strings (2004)	2004	Fantasy	R�nnow Klarlund, Anders	Jensen, Peter Aalb�k	McAvoy, James	McCormack, Catherine (I)	7.0	UK
Stripped (2013/I)	2013	Thriller	Luna, J.M.R.	Voskericyan, George	Cole, Josh (X)	Sienna, Nicole	4.7	USA
Success Is the Best Revenge (1984)	1984	Drama	Skolimowski, Jerzy	Skolimowski, Jerzy	York, Michael (I)	Szczerbic, Joanna	6.2	UK
Suddenly Naked (2001)	2001	Romance	Wheeler, Anne	Wheeler, Anne	Coyote, Peter	Crewson, Wendy	6.0	Canada
Sue�o y silencio (2012)	2012	Drama	Rosales, Jaime	Rosales, Jaime	Barcel�, Miquel (I)	Galocha, Yolanda	6.0	France
Suffer the Little Children (2006)	2006	Short	Villela, Bernardo	Miller, Mark W.	Montgomery, Adam (I)	Pietropinto, Angela	6.4	USA
Suicide Dolls (2010)	2010	Drama	Shaw, Keith (I)	Barton, Tom (I)	Bauer, Steven	Cleare, LaQuita	6.3	USA
Suic�dio Encomendado (2007)	2007	Comedy	Ara�jo, Artur Serra	Bravo Ferreira, Francisco	Wallenstein, Jos�	Neuza	6.4	Portugal
Sule, Ay Need You (2012)	2012	Comedy	Fk, Cuk	Limasnax, Florine	Bio-One	Justine, Irene	6.9	Indonesia
Summer Heat (1987)	1987	Drama	Gleason, Michie	Coleman, Thomas (I)	Edwards, Anthony (I)	Singer, Lori	4.8	USA
Summer of Laura (1976)	1976	Adult	Davidson, David (IV)	Eaton, Erica	Edwards, Eric (II)	Hall, Melissa (II)	5.9	USA
Suna Chadhei (1988)	1988	Drama	Kinagi, Rabi	Rout, Keshab	Mohanty, Uttam	Joglekar, Archana	6.8	India
Sunset (2008/I)	2008	Drama	Thomas, Ryen W.	Allen, Kent (I)	Alexander, Jordon	Hunt, Carrie Anne (I)	6.5	USA
Sunset Pass (1946)	1946	Western	Berke, William (I)	Rogell, Sid	Warren, James (I)	Leslie, Nan	5.7	USA
Super Manny (2013)	2013	Short	Feiss, David	Albrecht, Kurt (I)	Bratt, Benjamin (I)	Faris, Anna	6.7	USA
Supermaterialisme (1995)	1995	Short	Fauli, S�ren	Thorsen, Rasmus (I)	Fauli, S�ren	Clemmensen, Mona	6.8	Denmark
Supernova [Exp�rience #1] (2003)	2003	Fantasy	Vinour, Pierre	Vinour, Pierre	Nahon, Philippe (I)	Wilkening, Catherine	6.2	France
Sur un air d'autoroute (2000)	2000	Fantasy	Boscheron, Thierry	Voituriez, Antoine	Bourdo, Sacha	Atika, Aure	5.5	Canada
Sure to Rise (1994)	1994	Short	Caro, Niki	Hughes, Owen (I)	Tobeck, Joel	Joyce, Hester	6.4	New Zealand
Surviving Evil (2009)	2009	Thriller	Daw, Terence	Astrom Andrews, Paul	Zane, Billy	Mendoza, Natalie	4.1	South Africa
Suspicious (1994)	1994	Thriller	Koepp, David	Altschul, Fernando	Blake, Stephen (I)	Garofalo, Janeane	2.9	USA
Suuri illusioni (1985)	1985	Romance	Niskanen, Tuija-Maija	Penttil�, Matti	Valkeej�rvi, Pekka	Ekblad, Stina	4.0	Finland
Svarta f�glar (1983)	1983	Romance	Glomm, Lasse	Erichsen, Bente	Skagestad, Bj�rn	Andersson, Bibi	3.6	Sweden
Sweet 16 (1983)	1983	Thriller	Sotos, Jim	Perfit, Martin	Hopkins, Bo	Strasberg, Susan	5.3	USA
Sweet Alyssum (1915)	1915	Drama	Campbell, Colin (IV)	Selig, William Nicholas	Power Sr., Tyrone	Williams, Kathlyn	4.4	USA
Sweet Charity (1969)	1969	Romance	Fosse, Bob	Arthur, Robert (III)	McMartin, John	MacLaine, Shirley	7.0	USA
Sweet Country (1987)	1987	History	Kakogiannis, Mihalis	Wakefield, Yannoulla	Cullum, John (I)	Alexander, Jane (I)	4.9	USA
Swimming in Air (2013)	2013	Short	Tipping, Justin	Still, Lance	Sizemore, Gunnar	Steinacker, Madison Marie	8.5	USA
Swiss Family Robinson (1940)	1940	Adventure	Ludwig, Edward	Towne, Gene	Mitchell, Thomas (I)	Best, Edna	6.8	USA
Swoosh! (2011)	2011	Short	Sattar, Sabina	Sattar, Sabina	Brodie, Philip	Rost-Welling, Lisa	7.3	UK
S�rieux comme le plaisir (1975)	1975	Comedy	Benayoun, Robert	Neurrisse, Pierre	Leduc, Richard	Birkin, Jane	5.7	France
S�d�ma Reykjav�k (1992)	1992	Crime	J�nasson, �skar	�lafsson, J�n (III)	Fri�bj�rnsson, Bj�rn J�rundur	Braga J�nsd�ttir, Helga	7.8	Iceland
S�lskinsdrengurinn (2009)	2009	Documentary	Fri�riksson, Fri�rik ��r	�lafsd�ttir, Krist�n	Amaral, David G.	Ericsd�ttir, Margr�t Dagmar	7.6	Iceland
Ta nase p�snicka cesk� (1967)	1967	Romance	Podskalsk�, Zdenek	Ouzky, Josef	Kopeck�, Milos	Bohdalov�, Jirina	6.1	Czechoslovakia
Ta' Pelle med (1952)	1952	Family	Iversen, Jon	Kolrengen, Gotfred	Meyer, Johannes (II)	Gottschalch, Ellen	5.2	Denmark
Tahiti (2003)	2003	Drama	Robertson, David (IX)	Burke, Kevin (III)	Cole, Dan (II)	Colonna, Sarah	7.5	USA
Taivasta vasten (2000)	2000	History	Halonen, Arto	Philippe, Christiane	Dyikanbaev, Zarylbek	Aidaraliev, Asis	6.6	Finland
Takaw-tingin (2004)	2004	Drama	Tan, Neal 'Buboy'	Buenaseda, Noli	Apacible, John	Volks, Criselda	4.5	Philippines
Take One (2014)	2014	Family	Bhaumik, Mainak	Bagchi, Abhishek	Banerjee, Rahul	Mukherjee, Swastika	5.2	India
Taking the Plunge (1999)	1999	Short	Haisha, Lisa	Colina, Luis	Anderson, Mitchell (I)	Ladd, Jordan	7.9	USA
Taksi-Blyuz (1990)	1990	Drama	Lungin, Pavel	Karmitz, Marin	Mamonov, Pyotr	Kolyakanova, Natalya	7.4	France
Talvinen matka (2007)	2007	Music	Koiso-Kanttila, Visa	H�rm�, Iiris (I)	Koiso-Kanttila, Kalle	Ackermann, Renate	3.9	Finland
Tano da morire (1997)	1997	Musical	Torre, Roberta	Palermo, Donatella	di Lorenzo, Vincenzo	De Rosalia, Mimma	6.5	Italy
Tapas (2005)	2005	Drama	Cruz, Juan (III)	Fern�ndez, Carlos (VIII)	Andr�s L�pez, �ngel de	Galiana, Mar�a	6.8	Mexico
Taped (2005)	2005	Short	Szeto, Antony	Leong, Thomas	Ng, Carl (I)	Q, Maggie	5.8	Hong Kong
Tarif unique (2004)	2004	Short	Coffre, Alexandre	Farro, Prune	Viquesnel, Lucas	Serre, Jos�phine	5.8	France
Tarkieb (2000)	2000	Thriller	Shroff, Esmayeel	Mehta, Jay (I)	Patekar, Nana	Tabu (I)	4.9	India
